division_code,division_title,subdivision_code,subdivision_title,group_code,group_title,class_code,class_title
P,Education and Training,82,"Adult, Community and Other Education",821,"Adult, Community and Other Education",8219,"Adult, Community and Other Education n.e.c."
P,Education and Training,82,"Adult, Community and Other Education",822,Educational Support Services,8220,Educational Support Services
Q,Health Care and Social Assistance,84,Hospitals,840,Hospitals,8401,Hospitals (Except Psychiatric Hospitals)
Q,Health Care and Social Assistance,84,Hospitals,840,Hospitals,8402,Psychiatric Hospitals
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,851,Medical Services,8511,General Practice Medical Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,851,Medical Services,8512,Specialist Medical Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,852,Pathology and Diagnostic Imaging Services,8520,Pathology and Diagnostic Imaging Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,853,Allied Health Services,8531,Dental Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,853,Allied Health Services,8532,Optometry and Optical Dispensing
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,853,Allied Health Services,8533,Physiotherapy Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,853,Allied Health Services,8534,Chiropractic and Osteopathic Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,853,Allied Health Services,8539,Other Allied Health Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,859,Other Health Care Services,8591,Ambulance Services
Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,859,Other Health Care Services,8599,Other Health Care Services n.e.c.
Q,Health Care and Social Assistance,86,Residential Care Services,860,Residential Care Services,8601,Aged Care Residential Services
Q,Health Care and Social Assistance,86,Residential Care Services,860,Residential Care Services,8609,Other Residential Care Services
Q,Health Care and Social Assistance,87,Social Assistance Services,871,Child Care Services,8710,Child Care Services
Q,Health Care and Social Assistance,87,Social Assistance Services,879,Other Social Assistance Services,8790,Other Social Assistance Services
R,Arts and Recreation Services,89,Heritage Activities,891,Museum Operation,8910,Museum Operation
R,Arts and Recreation Services,89,Heritage Activities,892,Parks and Gardens Operations,8921,Zoological and Botanical Gardens Operation
R,Arts and Recreation Services,89,Heritage Activities,892,Parks and Gardens Operations,8922,Nature Reserves and Conservation Parks Operation
R,Arts and Recreation Services,90,Creative and Performing Arts Activities,900,Creative and Performing Arts Activities,9001,Performing Arts Operation
R,Arts and Recreation Services,90,Creative and Performing Arts Activities,900,Creative and Performing Arts Activities,9002,"Creative Artists, Musicians, Writers and Performers"
R,Arts and Recreation Services,90,Creative and Performing Arts Activities,900,Creative and Performing Arts Activities,9003,Performing Arts Venue Operation
R,Arts and Recreation Services,91,Sports and Recreation Activities,911,Sports and Physical Recreation Activities,9111,Health and Fitness Centres and Gymnasia Operation
R,Arts and Recreation Services,91,Sports and Recreation Activities,911,Sports and Physical Recreation Activities,9112,Sports and Physical Recreation Clubs and Sports Professionals
R,Arts and Recreation Services,91,Sports and Recreation Activities,911,Sports and Physical Recreation Activities,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation"
R,Arts and Recreation Services,91,Sports and Recreation Activities,911,Sports and Physical Recreation Activities,9114,Sports and Physical Recreation Administrative Service
R,Arts and Recreation Services,91,Sports and Recreation Activities,912,Horse and Dog Racing Activities,9121,Horse and Dog Racing Administration and Track Operation
R,Arts and Recreation Services,91,Sports and Recreation Activities,912,Horse and Dog Racing Activities,9129,Other Horse and Dog Racing Activities
R,Arts and Recreation Services,91,Sports and Recreation Activities,913,Amusement and Other Recreation Activities,9131,Amusement Parks and Centres Operation
R,Arts and Recreation Services,91,Sports and Recreation Activities,913,Amusement and Other Recreation Activities,9139,Amusement and Other Recreational Activities n.e.c.
R,Arts and Recreation Services,92,Gambling Activities,920,Gambling Activities,9201,Casino Operation
R,Arts and Recreation Services,92,Gambling Activities,920,Gambling Activities,9202,Lottery Operation
R,Arts and Recreation Services,92,Gambling Activities,920,Gambling Activities,9209,Other Gambling Activities
S,Other Services,94,Repair and Maintenance,941,Automotive Repair and Maintenance,9411,Automotive Electrical Services
S,Other Services,94,Repair and Maintenance,941,Automotive Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair"
S,Other Services,94,Repair and Maintenance,941,Automotive Repair and Maintenance,9419,Other Automotive Repair and Maintenance
S,Other Services,94,Repair and Maintenance,942,Machinery and Equipment Repair and Maintenance,9421,Domestic Appliance Repair and Maintenance
S,Other Services,94,Repair and Maintenance,942,Machinery and Equipment Repair and Maintenance,9422,Electronic (except Domestic Appliance) and Precision Equipment Repair
S,Other Services,94,Repair and Maintenance,942,Machinery and Equipment Repair and Maintenance,9429,Other Machinery and Equipment Repair and Maintenance
S,Other Services,94,Repair and Maintenance,949,Other Repair and Maintenance,9491,Clothing and Footwear Repair
S,Other Services,94,Repair and Maintenance,949,Other Repair and Maintenance,9499,Other Repair and Maintenance n.e.c.
S,Other Services,95,Personal and Other Services,951,Personal Care Services,9511,Hairdressing and Beauty Services
S,Other Services,95,Personal and Other Services,951,Personal Care Services,9512,Diet and Weight Reduction Centre Operation
S,Other Services,95,Personal and Other Services,952,"Funeral, Crematorium and Cemetery Services",9520,"Funeral, Crematorium and Cemetery Services"
S,Other Services,95,Personal and Other Services,953,Other Personal Services,9531,Laundry and Dry-Cleaning Services
S,Other Services,95,Personal and Other Services,953,Other Personal Services,9532,Photographic Film Processing
S,Other Services,95,Personal and Other Services,953,Other Personal Services,9533,Parking Services
S,Other Services,95,Personal and Other Services,953,Other Personal Services,9534,Brothel Keeping and Prostitution Services
S,Other Services,95,Personal and Other Services,953,Other Personal Services,9539,Other Personal Services n.e.c.
S,Other Services,95,Personal and Other Services,954,Religious Services,9540,Religious Services
S,Other Services,95,Personal and Other Services,955,"Civic, Professional and Other Interest Group Services",9551,Business and Professional Association Services
S,Other Services,95,Personal and Other Services,955,"Civic, Professional and Other Interest Group Services",9552,Labour Association Services
S,Other Services,95,Personal and Other Services,955,"Civic, Professional and Other Interest Group Services",9559,Other Interest Group Services n.e.c.
S,Other Services,96,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,960,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,9601,Private Households Employing Staff
S,Other Services,96,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,960,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,9602,Undifferentiated Goods-Producing Activities of Private Households for Own Use
S,Other Services,96,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,960,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,9603,Undifferentiated Service-Producing Activities of Private Households for Own Use
